customer_id,age,country,customer_segment,kyc_source,primary_device,income_annual_eur,account_age_days,logins_30d,avg_session_min,txn_cnt_30d,avg_txn_amount_eur,cash_in_ratio,cross_border_ratio,failed_txn_rate,support_tickets_90d,chargeback_cnt_90d,disputes_open,pep_flag,sanction_screen_hit,aml_alerts_180d,card_user,fx_trading_user,crypto_user,risk_tier,next_30d_net_revenue_eur
4285,24,UK,Retail,InApp,Android,47858.0,120,5,9.52,21,47.07,0.23,0.165,0.031,1,0,0,0,0,0,0,1,0,Low,34.14
4286,57,BE,Retail,InApp,Android,26600.0,1406,11,6.71,15,15.87,0.219,0.257,0.005,0,0,0,0,0,0,1,0,0,Low,5.3
4287,55,BE,Retail,InApp,iOS,63925.0,451,7,4.36,18,16.78,0.696,0.584,0.165,0,1,1,0,0,1,0,0,0,High,-50.0
4288,59,UK,Retail,,Android,36841.0,125,7,9.79,20,20.36,0.096,0.116,0.031,1,1,1,0,0,0,1,1,1,Medium,18.56
4289,57,UK,Retail,Web,Android,59408.0,1218,11,8.33,17,49.35,0.209,0.024,0.007,0,0,0,0,0,1,1,0,0,Medium,14.31
4290,34,ES,Retail,InApp,Web,30739.0,705,10,6.42,22,52.29,0.26,0.122,0.194,1,0,0,0,0,0,1,0,1,Medium,-45.98
4291,21,DE,Retail,Web,Android,29893.0,524,11,9.1,11,39.93,0.295,0.435,0.069,0,1,0,0,0,1,1,0,0,High,-46.75
4292,66,DE,Retail,InApp,Android,63249.0,602,13,4.11,22,26.15,0.397,0.141,0.079,1,0,0,0,0,0,1,0,0,Low,-21.18
4293,43,UK,Retail,InApp,Android,31984.0,877,14,5.6,17,29.45,0.436,0.264,0.065,1,1,1,0,0,0,1,0,0,Medium,-20.18
4294,22,FR,Retail,InApp,Web,16914.0,794,14,6.36,12,36.42,0.584,0.181,0.066,1,0,0,0,0,0,1,0,0,Low,-13.9
4295,66,FR,Retail,Web,Android,25361.0,27,13,5.58,19,29.44,0.57,0.134,0.021,1,0,0,0,0,0,1,0,0,Low,3.26
4296,69,FR,Retail,InApp,iOS,55707.0,185,13,7.67,21,10.71,0.475,0.677,0.007,2,0,0,0,0,1,1,0,0,Low,-4.05
4297,41,UK,Retail,InApp,Android,54170.0,1421,16,6.9,19,44.69,0.265,0.135,0.024,1,1,0,0,0,1,1,0,0,Medium,-4.43
4298,58,NL,Retail,InApp,Android,29800.0,740,15,9.24,16,39.53,0.675,0.313,0.184,1,0,0,0,0,0,1,0,0,Medium,-50.0
4299,19,FR,Retail,,iOS,31893.0,1482,14,8.53,20,23.77,0.15,0.283,0.173,2,0,0,0,0,0,1,0,0,Low,-50.0
4300,22,NL,Retail,InApp,iOS,52768.0,987,4,10.69,22,42.63,0.114,0.02,0.132,1,1,1,0,0,2,1,0,0,High,-50.0
4301,32,BE,Retail,InApp,Android,63055.0,1107,12,2.56,17,26.29,0.075,0.574,0.061,0,0,0,0,0,0,0,0,1,Low,5.82
4302,52,UK,Retail,InApp,Android,40899.0,475,13,,19,26.76,0.431,0.088,0.128,0,0,0,0,0,0,1,0,0,Medium,-31.97
4303,24,BE,Retail,InApp,Android,50868.0,1257,3,5.81,15,81.89,0.238,0.035,0.314,2,0,0,0,0,0,1,0,0,Low,-50.0
4304,19,DE,Retail,Web,iOS,55975.0,978,5,5.08,22,26.64,0.321,0.042,0.07,1,1,0,0,0,0,1,0,0,Medium,-22.12
4305,52,ES,Retail,InApp,iOS,76448.0,1129,6,5.03,25,34.86,0.501,,0.041,0,0,0,0,0,1,1,0,0,Medium,-2.79
4306,58,UK,Retail,Partner,Android,23509.0,403,10,,16,23.4,0.411,0.472,0.13,4,0,0,0,0,2,1,0,1,Medium,-48.92
4307,56,FR,Retail,Web,iOS,31300.0,882,13,5.37,21,10.51,0.695,0.118,0.04,0,0,0,0,0,1,0,0,1,Medium,-11.77
4308,59,IT,Retail,InApp,Android,33896.0,558,8,8.41,17,26.49,0.504,0.234,0.158,0,0,0,0,0,0,1,0,0,Medium,-39.14
4309,59,BE,Retail,Web,Android,55240.0,1363,7,11.81,21,20.26,0.297,0.347,0.131,1,0,0,0,0,0,0,0,0,Medium,-50.0
4310,49,ES,SME,InApp,iOS,37969.0,1361,15,,30,34.1,0.087,0.126,0.235,1,0,0,0,0,0,1,0,0,Medium,-50.0
4311,45,NL,Enterprise,Partner,Android,46996.0,534,17,4.92,36,70.55,0.084,0.064,0.063,0,0,0,0,0,0,0,1,0,Low,39.96
4312,62,DE,Retail,Partner,iOS,43949.0,44,7,3.3,14,27.36,0.296,,0.036,0,0,0,0,0,1,1,0,0,Medium,-6.44
4313,36,DE,SME,Web,Android,42028.0,379,14,6.17,40,51.23,0.084,0.533,0.011,1,1,0,0,0,1,0,0,0,Medium,12.58
4314,23,NL,Enterprise,InApp,Android,43718.0,414,14,6.93,47,96.13,0.243,0.013,0.043,0,0,0,0,0,0,1,0,0,Low,45.1
4315,57,BE,Retail,Partner,Android,,35,10,,14,48.22,0.417,0.112,0.126,1,1,0,0,0,0,1,0,0,High,-48.41
4316,32,NL,Retail,Web,Web,26471.0,1404,5,6.8,19,26.31,0.242,0.564,,3,0,0,0,0,2,1,0,0,Medium,-45.73
4317,68,FR,Retail,Web,iOS,39625.0,702,8,6.54,25,34.09,0.179,0.56,0.024,0,1,0,0,0,2,1,0,0,Medium,10.69
4318,39,NL,Retail,InApp,Android,22556.0,226,10,11.62,21,56.83,0.065,0.184,0.151,0,0,0,0,0,0,0,0,0,Low,-34.34
4319,62,NL,Retail,Partner,iOS,,917,10,2.61,17,53.51,0.41,0.235,0.08,0,1,0,0,0,0,1,0,0,Medium,-28.01
4320,20,IT,Retail,Web,Web,,600,10,,21,36.45,0.629,0.338,,2,0,0,0,0,2,1,1,0,Medium,49.75
4321,52,UK,SME,InApp,iOS,59108.0,267,15,6.83,26,182.42,0.014,0.066,0.051,0,0,0,0,0,0,1,0,1,Low,32.96
4322,41,IT,Retail,Partner,Android,41923.0,684,17,8.67,21,68.73,0.227,0.186,0.179,0,0,0,0,0,0,0,0,0,Low,-50.0
4323,42,BE,SME,Web,iOS,34899.0,900,13,8.76,22,63.72,0.379,0.03,0.044,0,0,0,0,0,0,1,1,0,Low,30.18
4324,31,NL,Retail,Partner,iOS,,981,6,11.34,14,7.5,0.397,0.054,0.268,1,0,0,0,0,1,0,0,0,Medium,-50.0
4325,68,FR,Retail,InApp,iOS,69575.0,343,14,7.24,15,23.5,0.088,0.129,0.104,0,0,0,0,0,1,1,0,0,Medium,-38.52
4326,38,FR,Retail,InApp,iOS,16879.0,920,3,6.13,16,28.56,0.282,0.291,0.075,0,0,0,0,0,0,1,1,0,Low,31.39
4327,62,NL,Retail,Web,iOS,31960.0,1190,10,8.49,24,60.28,0.45,0.193,0.069,0,0,0,0,0,1,1,0,0,Medium,-10.82
4328,40,ES,Retail,InApp,iOS,42576.0,942,8,1.48,15,38.91,0.368,0.225,0.08,4,0,0,0,0,0,0,0,0,Low,-26.52
4329,20,FR,Retail,Web,Android,31817.0,1427,13,7.51,22,22.88,0.643,0.197,0.068,0,0,0,0,0,0,1,0,0,Low,-4.03
4330,63,UK,Retail,Web,Android,49851.0,1411,8,8.32,19,21.02,0.473,0.424,0.059,0,2,1,0,0,1,1,0,0,High,-41.15
4331,27,BE,Retail,InApp,,41096.0,746,7,7.69,11,38.89,0.275,0.027,0.147,0,0,0,0,0,0,1,0,1,Medium,-45.96
4332,32,FR,Retail,Web,Web,46096.0,593,9,6.04,17,20.14,0.405,0.104,0.019,0,1,1,0,0,1,0,1,0,High,-0.22
4333,62,DE,Retail,InApp,Android,43885.0,689,10,8.33,26,82.86,0.184,0.054,0.051,0,0,0,0,0,0,1,0,0,Low,8.56
4334,64,IT,Retail,Web,iOS,40351.0,738,13,8.06,25,47.23,0.296,0.064,0.127,0,2,0,0,0,0,1,0,0,Medium,-50.0
4335,65,BE,Retail,Web,Android,21347.0,265,11,9.22,20,8.24,0.095,0.032,0.059,1,0,0,0,0,2,1,0,0,Medium,-26.57
4336,40,NL,SME,InApp,Android,44817.0,1446,15,8.9,25,21.97,0.337,0.311,0.142,1,0,0,0,0,0,1,0,0,Low,-32.31
4337,57,NL,Retail,InApp,Android,13785.0,855,10,8.16,22,25.22,0.244,0.037,0.08,2,0,0,0,0,1,1,0,0,High,-36.01
4338,35,FR,SME,InApp,Web,31249.0,198,8,7.74,25,37.26,0.297,0.451,0.183,1,1,0,0,0,0,1,0,0,Medium,-50.0
4339,56,IT,Retail,InApp,Android,,1355,7,6.16,14,9.33,0.611,0.459,0.085,1,0,0,0,0,2,0,1,0,Medium,22.74
4340,44,IT,Retail,Web,Web,61035.0,1422,5,,20,82.78,0.3,0.159,0.083,1,0,0,0,0,0,1,1,0,Low,30.53
4341,20,UK,SME,InApp,Android,,844,9,13.3,20,53.9,0.275,0.001,0.05,1,0,0,0,0,0,1,0,0,Low,-5.12
4342,39,IT,SME,InApp,Web,35148.0,1422,13,10.45,25,67.19,0.471,0.361,,0,1,0,0,0,1,1,0,0,High,-30.86
4343,42,UK,Retail,InApp,Android,28158.0,1456,6,,20,30.36,0.089,0.092,0.013,0,0,0,0,0,0,0,0,0,Low,8.57
4344,31,DE,Retail,Web,Android,50357.0,1430,10,4.33,19,58.19,0.559,0.25,0.033,0,0,0,0,0,0,1,1,0,Low,54.19
4345,37,FR,Retail,Web,Android,,1446,14,8.5,15,16.44,0.457,0.111,0.02,0,0,0,0,0,0,1,0,0,Low,5.6
4346,44,NL,Retail,InApp,Android,66524.0,107,7,10.26,18,38.41,0.286,0.387,0.035,1,0,0,0,0,0,1,0,0,Low,2.14
4347,20,DE,Retail,InApp,iOS,25439.0,53,15,6.62,23,9.84,0.268,0.154,0.007,1,0,0,0,0,0,1,0,0,Low,2.77
4348,25,BE,Retail,InApp,iOS,39752.0,869,9,6.92,17,13.52,0.197,0.465,0.045,0,2,1,0,0,1,1,0,0,High,-49.68
4349,57,NL,Retail,InApp,iOS,55606.0,1123,8,6.27,14,22.54,0.096,0.266,0.064,1,1,0,0,0,1,1,0,0,High,-43.34
4350,36,IT,Retail,InApp,iOS,56715.0,1258,12,13.82,18,17.5,0.269,0.099,0.082,1,1,0,0,0,0,1,0,0,Low,-22.28
4351,49,IT,Retail,Web,Web,51470.0,965,10,7.99,24,23.11,0.654,0.413,0.043,1,0,0,0,0,1,1,0,1,Medium,1.71
4352,47,DE,Retail,InApp,Android,34820.0,475,6,9.75,25,56.12,0.361,0.39,0.047,0,0,1,0,0,0,0,0,1,Medium,0.84
4353,46,UK,Retail,InApp,iOS,51327.0,1399,9,4.34,16,16.38,0.184,0.028,0.046,2,0,0,0,0,0,1,0,0,Low,-6.91
4354,39,BE,SME,Web,Android,56870.0,888,19,6.59,22,47.14,0.543,,0.071,2,0,0,0,0,0,0,0,1,Medium,-3.15
4355,43,NL,Retail,Web,iOS,,1024,15,13.87,12,14.49,0.073,,0.062,1,1,0,0,0,1,1,0,0,Medium,-14.2
4356,60,DE,Retail,InApp,Android,63284.0,389,9,7.31,23,11.68,0.685,,0.096,0,0,0,0,0,0,1,0,1,Medium,-13.93
4357,68,DE,Retail,InApp,,57871.0,1139,13,9.63,20,18.43,0.574,0.411,0.123,1,2,0,0,0,1,0,0,0,High,-50.0
4358,31,DE,Retail,Web,iOS,30129.0,200,7,3.88,18,20.35,0.491,0.058,0.074,2,0,0,0,0,1,0,0,0,Medium,-25.47
4359,52,NL,Retail,InApp,iOS,56799.0,1306,8,7.54,19,22.4,0.373,0.249,0.076,2,2,0,0,0,0,0,0,0,Medium,-37.65
4360,68,NL,Retail,Web,Web,55010.0,1279,8,1.46,13,25.92,0.362,0.111,0.049,1,2,0,0,0,0,1,0,0,Low,-15.71
4361,18,NL,SME,Web,Android,55618.0,1026,15,5.96,26,95.36,0.52,0.062,0.012,1,1,1,0,0,0,0,0,0,Medium,17.89
4362,58,IT,Enterprise,Web,Web,67216.0,1471,11,7.42,45,105.4,0.515,0.054,,2,0,0,0,0,1,1,0,0,High,2.9
4363,43,NL,SME,InApp,iOS,41833.0,1365,14,10.52,22,211.5,0.497,0.164,0.006,0,0,0,0,0,0,0,0,0,Low,30.95
4364,68,DE,SME,InApp,iOS,47304.0,111,14,6.99,27,73.63,0.337,0.023,0.096,0,0,0,0,0,0,1,0,0,Low,1.38
4365,48,FR,Retail,Web,Android,8000.0,336,8,7.24,16,47.19,0.281,0.374,0.104,4,0,1,0,0,1,1,0,0,High,-49.34
4366,61,DE,Retail,InApp,iOS,59853.0,188,6,4.67,24,89.78,0.311,,0.118,0,0,0,0,0,1,1,0,0,Medium,-20.93
4367,26,BE,Retail,InApp,Android,58313.0,485,7,,26,24.02,0.498,0.041,0.037,0,0,0,0,0,0,1,0,0,Low,1.77
4368,25,NL,SME,InApp,Android,63697.0,885,13,9.72,29,62.38,0.212,0.086,0.072,0,1,0,0,0,0,1,0,1,Low,7.56
4369,66,FR,Retail,InApp,iOS,27013.0,221,8,0.5,23,17.7,0.287,0.394,0.051,0,0,0,0,0,0,1,0,0,Low,8.24
4370,45,FR,Retail,Web,Android,57393.0,135,9,10.05,14,39.9,0.331,0.146,0.044,0,2,0,0,0,0,1,0,0,Low,-7.53
4371,47,UK,Retail,Partner,Android,58300.0,968,11,,17,30.2,0.298,0.16,0.12,2,0,0,0,0,1,0,1,1,Medium,-0.09
4372,26,FR,Retail,Web,,31585.0,949,8,6.95,18,36.34,0.633,0.152,0.059,0,0,0,0,0,0,0,0,0,Low,-8.82
4373,29,BE,Retail,InApp,iOS,58895.0,553,9,6.18,16,15.12,0.27,0.026,0.015,1,0,0,0,0,0,0,0,0,Low,-2.95
4374,60,DE,Retail,Partner,Android,,1081,8,,12,22.43,0.232,0.219,0.111,0,0,0,0,0,0,1,1,1,Low,5.54
4375,33,DE,Retail,Web,iOS,14832.0,890,11,3.82,21,12.94,0.334,0.181,0.048,0,0,0,0,0,0,1,0,0,Low,-6.48
4376,48,BE,Retail,InApp,Web,51352.0,626,5,4.78,16,11.23,0.701,0.3,0.198,1,0,0,0,0,0,1,0,0,Low,-50.0
4377,34,NL,SME,Web,Android,29725.0,108,12,4.14,18,66.31,0.457,0.181,0.007,0,0,1,0,0,0,0,0,1,Medium,14.46
4378,31,DE,Retail,InApp,iOS,15185.0,1136,14,9.3,16,40.61,0.687,0.029,0.109,2,0,0,1,0,0,1,0,0,Low,-33.28
4379,26,UK,Retail,InApp,Android,47865.0,939,11,11.9,12,22.53,0.386,0.22,0.079,0,0,0,0,0,0,1,0,0,Low,-23.11
4380,66,NL,Retail,Web,Android,40955.0,176,9,6.26,23,29.15,0.214,0.302,0.145,2,1,0,0,0,0,1,0,0,Medium,-50.0
4381,66,NL,Retail,InApp,Android,64461.0,287,8,5.78,18,38.47,0.112,0.209,0.032,0,1,0,0,0,0,1,0,0,Medium,-11.72
4382,23,UK,SME,InApp,iOS,44908.0,456,10,7.07,20,25.32,0.491,0.155,0.069,0,0,0,0,0,0,1,1,0,Low,19.52
4383,36,DE,Retail,Web,Android,54456.0,274,7,,20,33.24,0.697,,0.012,0,0,0,0,0,0,1,0,0,Low,2.62
4384,47,ES,SME,InApp,Android,50141.0,1212,14,8.56,28,67.35,0.292,0.162,0.024,0,0,0,0,0,0,1,1,0,Low,66.92
4385,37,IT,Retail,InApp,iOS,58335.0,1400,12,7.08,17,16.84,0.246,0.211,0.081,1,0,0,0,0,0,1,0,0,Medium,-37.26
4386,55,IT,Retail,InApp,iOS,27817.0,138,5,1.01,22,34.38,0.337,0.374,0.071,0,1,0,0,0,0,1,1,0,Low,52.17
4387,31,BE,Enterprise,Web,Web,45177.0,364,19,9.16,44,95.35,0.735,0.207,0.202,2,0,0,0,0,1,1,1,0,Medium,62.74
4388,21,DE,Retail,Web,Android,39748.0,432,10,3.45,19,21.46,0.356,0.166,0.121,1,0,0,0,0,0,0,1,0,Low,-6.1
4389,35,FR,SME,InApp,Android,52459.0,1487,12,6.77,25,88.6,0.55,0.036,0.044,0,0,0,1,0,1,1,0,0,Medium,13.26
4390,49,FR,Retail,Web,Web,46093.0,934,13,6.28,19,30.19,0.363,0.367,0.073,1,0,0,0,0,0,1,0,1,Medium,-4.53
4391,27,FR,Retail,InApp,iOS,,1431,16,9.54,18,21.34,0.467,,0.091,1,0,0,0,0,0,1,0,1,Low,-13.62
4392,60,DE,Retail,InApp,Android,36593.0,376,9,5.94,21,22.99,0.456,0.041,0.11,1,0,0,0,0,0,1,0,0,Low,-33.16
4393,18,NL,Retail,InApp,Android,68376.0,107,9,11.59,18,27.52,0.254,0.514,0.029,0,0,0,0,0,0,1,0,1,Low,11.82
4394,21,NL,SME,InApp,iOS,14890.0,724,11,10.79,29,43.28,0.195,0.05,0.134,1,2,0,0,0,0,1,0,0,Medium,-35.41
4395,44,NL,Retail,InApp,,53350.0,1226,6,7.24,9,20.1,0.459,0.35,0.088,0,0,0,0,0,0,0,0,0,Low,-26.73
4396,44,NL,Retail,Web,Android,61863.0,1256,8,13.62,22,5.9,0.141,0.035,0.006,0,0,0,0,0,1,0,0,1,Low,5.22
4397,33,IT,Retail,Web,,51261.0,712,15,6.23,24,36.78,0.152,,0.004,0,0,0,0,0,0,0,0,0,Low,13.91
4398,31,NL,Retail,Partner,Web,,409,16,5.15,21,70.15,0.613,0.207,0.157,2,0,0,0,0,1,1,0,1,Medium,-39.01
4399,21,FR,Retail,Partner,Web,,77,9,,14,32.95,0.268,0.027,0.099,5,1,0,0,0,0,1,0,1,High,-50.0
4400,52,IT,SME,InApp,Android,48146.0,657,10,9.9,23,45.98,0.546,0.106,0.088,0,1,0,0,0,0,1,1,0,Medium,12.66
4401,37,DE,Retail,InApp,iOS,34532.0,807,7,10.17,19,36.8,0.355,0.057,0.178,4,0,0,0,0,1,1,0,0,Medium,-50.0
4402,24,FR,Retail,InApp,iOS,48443.0,34,9,9.77,22,53.95,0.539,0.026,0.02,0,0,0,0,0,0,1,0,0,Low,14.23
4403,38,UK,Retail,InApp,Android,52907.0,1402,7,9.85,23,7.26,0.211,0.202,0.099,2,0,0,0,0,0,0,1,0,Medium,-0.94
4404,66,DE,Retail,Web,Web,42056.0,1064,11,8.22,16,24.23,0.269,0.445,0.124,1,0,0,0,0,1,1,1,0,Medium,20.99
4405,31,BE,Retail,InApp,iOS,30115.0,495,6,5.09,12,50.55,0.279,0.04,0.016,0,0,0,0,0,0,1,0,0,Low,1.46
4406,64,ES,Retail,InApp,Android,22732.0,537,10,3.0,14,14.78,0.193,0.182,0.064,0,0,0,0,0,2,1,0,0,Medium,-13.53
4407,31,UK,Retail,InApp,iOS,,540,9,,14,10.87,0.51,0.335,0.035,2,0,0,0,0,0,1,0,0,Low,-11.71
4408,27,ES,SME,Web,Android,18315.0,1291,10,8.24,28,38.15,0.069,0.151,0.119,2,0,0,0,0,0,1,0,0,Low,-32.02
4409,31,IT,Retail,InApp,Android,34455.0,1087,13,10.82,1,21.54,0.425,0.487,0.11,1,1,0,0,0,0,1,1,1,High,-42.34
4410,34,DE,Retail,Web,iOS,,139,10,6.18,18,33.06,0.228,0.136,0.022,0,0,0,0,0,1,1,0,0,Medium,5.8
4411,24,UK,SME,InApp,Android,55328.0,464,8,2.23,20,67.66,0.732,0.082,0.007,0,1,0,0,0,2,1,1,1,Medium,23.26
4412,48,FR,SME,InApp,Android,60465.0,1174,8,11.69,29,40.41,0.5,0.396,0.142,6,0,0,0,0,0,1,0,1,Low,-46.84
4413,35,UK,SME,InApp,Android,43263.0,539,17,11.19,26,85.78,0.236,0.409,0.013,1,0,0,0,0,2,1,1,0,Low,130.51
4414,55,UK,Retail,Web,Web,71303.0,1221,6,6.36,11,31.27,0.274,,,1,1,0,0,0,0,1,1,0,Medium,-33.12
4415,43,UK,Enterprise,Web,iOS,,764,16,8.49,35,214.94,0.145,0.083,0.03,1,0,0,0,0,0,1,0,0,Low,48.49
4416,41,ES,SME,InApp,iOS,49677.0,1165,18,6.25,28,57.13,0.125,0.042,0.03,1,1,0,0,0,0,0,0,0,Medium,-14.31
4417,42,DE,SME,InApp,Android,,794,9,4.08,33,84.89,0.331,,0.023,1,0,0,0,0,0,1,0,0,Low,24.85
4418,26,UK,Retail,InApp,Android,36410.0,1103,9,7.08,17,42.12,0.533,0.287,0.071,1,0,0,0,0,0,1,0,0,Low,-13.13
4419,55,DE,Enterprise,InApp,iOS,51000.0,651,19,2.74,48,242.6,0.244,0.195,0.047,0,0,1,0,0,1,1,0,0,High,62.7
4420,23,FR,Retail,InApp,Web,39740.0,362,5,8.07,15,27.26,0.202,0.551,0.042,2,2,0,0,0,0,0,1,0,Medium,32.02
4421,55,UK,Retail,InApp,iOS,50772.0,1324,13,8.54,22,28.89,0.562,0.181,0.015,1,0,0,0,0,0,1,0,0,Low,5.53
4422,69,ES,Retail,Web,iOS,51959.0,629,7,4.95,20,30.64,0.283,0.35,0.091,0,0,0,0,0,0,0,0,0,Low,-15.13
4423,57,BE,Retail,,Android,38327.0,20,15,10.13,24,59.69,0.316,0.015,0.082,2,1,0,0,0,0,1,1,0,High,-20.22
4424,41,BE,Retail,Web,Web,,583,8,3.21,21,34.64,0.093,0.359,,2,0,0,0,0,0,1,0,0,Low,-23.13
4425,34,DE,Retail,Web,Android,38343.0,620,12,4.06,13,33.63,0.416,0.018,0.007,2,0,0,0,0,0,1,0,0,Low,0.81
4426,63,NL,Retail,Partner,iOS,42341.0,366,10,9.74,12,63.87,0.242,0.231,0.152,1,1,1,0,0,0,1,1,0,Medium,-19.77
4427,31,DE,Retail,Partner,iOS,26360.0,1317,9,8.71,16,34.53,0.277,0.327,0.024,0,0,0,0,0,0,1,0,0,Low,-8.76
4428,43,IT,Retail,InApp,iOS,37670.0,741,6,5.87,13,14.66,0.164,0.099,0.084,2,0,0,0,0,0,0,0,0,Medium,-46.96
4429,58,DE,Retail,InApp,Android,76531.0,559,19,7.81,13,24.3,0.174,0.104,0.072,2,0,0,0,0,0,1,0,0,Low,-16.91
4430,65,IT,SME,InApp,Android,27594.0,1048,18,5.91,29,18.08,0.55,0.087,0.058,0,0,0,0,0,0,1,1,0,Low,25.44
4431,65,DE,SME,Web,iOS,49003.0,962,12,5.77,26,30.05,0.308,0.54,0.107,3,0,1,0,0,0,0,0,1,Medium,-27.57
4432,22,UK,Retail,InApp,Android,34728.0,721,9,8.28,18,4.42,0.398,0.266,0.02,1,0,0,0,0,0,1,0,0,Low,-6.93
4433,64,FR,Retail,InApp,Android,,1462,5,6.76,13,73.28,0.372,0.134,0.029,0,0,0,0,0,0,1,1,0,Low,31.1
4434,23,UK,Retail,InApp,iOS,50944.0,1461,12,6.18,17,88.97,0.325,0.249,0.202,2,0,0,0,0,0,1,1,1,Low,-9.09
4435,48,FR,SME,Web,iOS,,717,16,6.32,35,129.22,0.535,0.194,0.042,2,0,1,0,0,0,1,1,0,Low,92.44
4436,66,UK,Retail,InApp,Android,47105.0,1065,10,14.69,20,39.61,0.68,,0.124,2,0,0,0,0,1,0,1,0,Medium,47.0
4437,52,IT,SME,Web,iOS,,84,7,9.56,31,47.22,0.426,0.128,0.119,2,0,0,0,0,0,0,0,0,Low,-25.39
4438,67,FR,Enterprise,InApp,iOS,45754.0,667,14,5.86,42,54.38,0.532,0.008,0.052,2,0,0,0,0,0,1,1,0,Low,27.41
4439,35,NL,Retail,Web,iOS,47253.0,666,16,4.45,18,17.69,0.248,0.033,0.129,1,2,0,0,0,0,1,1,0,Medium,-48.23
4440,34,DE,Retail,InApp,Android,28113.0,610,8,7.19,18,22.74,0.15,0.023,0.115,2,0,0,0,0,0,0,0,0,Low,-37.52
4441,34,UK,Retail,Web,Android,53309.0,1262,2,2.33,19,13.65,0.416,,0.064,2,0,0,0,0,0,1,0,0,Low,-12.11
4442,36,BE,Retail,,Android,38965.0,878,6,11.42,21,30.71,0.126,0.155,0.004,1,0,0,0,0,1,1,0,0,Medium,-3.29
4443,53,FR,Retail,InApp,iOS,10025.0,710,12,5.47,21,19.15,0.393,0.199,0.055,0,1,0,0,0,0,0,0,0,Low,-4.76
4444,41,FR,Retail,Partner,Android,55236.0,651,7,7.19,22,9.46,0.339,0.109,0.136,1,1,0,0,0,0,1,0,0,Medium,-50.0
4445,56,DE,Retail,Partner,iOS,60128.0,930,13,10.31,18,62.03,0.371,0.239,0.057,0,1,0,0,0,1,1,1,0,High,13.85
4446,39,UK,Retail,Web,Android,65698.0,338,10,12.1,16,10.52,0.425,0.395,0.049,0,0,0,0,0,1,1,1,1,Medium,55.19
4447,34,UK,Retail,Partner,,,374,7,5.54,24,8.77,0.293,0.229,0.084,0,0,0,0,1,0,0,0,1,Medium,-21.2
4448,27,UK,Retail,InApp,Android,,784,7,9.51,18,19.76,0.052,0.076,0.087,0,0,0,0,0,0,0,1,0,Medium,-8.29
4449,46,UK,Retail,InApp,iOS,50224.0,483,11,13.52,16,37.74,0.436,0.184,0.005,0,1,0,0,0,0,1,0,0,Medium,0.02
4450,64,IT,Retail,InApp,Android,,1011,11,2.75,15,41.1,0.595,0.067,0.041,0,0,0,0,0,0,1,0,0,Low,2.3
4451,62,FR,SME,Web,iOS,27808.0,1352,11,5.24,31,120.13,0.331,0.188,0.069,0,0,0,0,0,1,1,0,1,Medium,19.34
4452,31,IT,Retail,Web,iOS,15248.0,542,6,8.39,19,12.29,0.134,0.587,0.062,0,0,0,0,0,0,1,0,0,Low,-19.3
4453,42,NL,Retail,Partner,Web,,869,10,4.89,18,34.4,0.6,0.13,0.13,1,0,0,0,0,0,1,0,0,Low,-38.51
4454,54,FR,Enterprise,Web,iOS,62436.0,430,12,5.84,45,90.63,0.333,0.105,0.029,1,0,0,0,0,0,1,1,0,Low,84.11
4455,49,UK,SME,Web,iOS,31422.0,1191,12,9.24,35,134.02,0.083,0.212,0.088,0,0,0,0,0,0,1,1,0,Medium,81.23
4456,21,BE,Retail,InApp,Android,49450.0,331,10,11.67,20,13.36,0.307,0.228,0.007,1,0,0,0,0,0,1,0,0,Low,7.51
4457,48,DE,Retail,InApp,Android,51173.0,786,12,11.27,15,32.15,0.379,0.158,0.013,1,1,0,0,0,1,1,0,0,High,-12.92
4458,20,FR,Retail,InApp,Android,45908.0,548,8,5.15,18,17.25,0.316,0.176,0.103,4,0,0,0,0,0,1,0,0,Medium,-47.91
4459,24,DE,Retail,Web,iOS,,1148,16,6.95,22,47.01,0.305,0.448,0.007,2,0,1,0,0,1,1,0,0,Medium,5.77
4460,51,IT,Retail,InApp,Android,47483.0,371,12,4.24,17,15.02,0.21,0.136,0.106,2,1,0,0,0,0,1,0,0,Medium,-41.11
4461,23,DE,Retail,Partner,iOS,35255.0,307,6,12.42,21,17.51,0.333,0.056,0.023,0,0,0,0,0,0,1,0,0,Low,4.37
4462,35,NL,Retail,Web,Web,69246.0,1146,4,8.78,21,40.93,0.587,0.143,0.108,0,1,0,0,0,1,1,0,0,High,-40.64
4463,48,FR,Retail,InApp,iOS,60190.0,838,7,7.14,21,10.78,0.245,0.064,0.072,0,0,0,0,0,0,0,0,0,Low,-19.81
4464,52,DE,Retail,Web,iOS,35819.0,960,10,7.51,22,20.15,0.462,0.08,0.065,1,1,0,0,0,0,1,1,0,Low,3.37
4465,41,NL,Retail,InApp,Android,70252.0,1192,7,7.01,11,30.92,0.354,,0.065,0,0,0,0,0,0,0,0,0,Low,-15.75
4466,22,FR,Retail,Web,iOS,47499.0,435,9,5.9,29,24.14,0.175,0.444,0.034,0,1,1,0,0,0,1,0,0,Medium,1.9
4467,59,FR,Retail,InApp,Android,15254.0,367,6,6.68,18,32.53,0.357,0.219,0.193,0,0,0,0,0,0,1,0,0,Low,-50.0
4468,67,NL,Retail,InApp,iOS,40747.0,1487,10,5.83,22,49.08,0.242,0.259,0.093,1,0,0,0,0,0,1,0,0,Medium,-24.92
